,x,y,radius
616,708,132,5.656954288482666
617,717,141,5.656954288482666
618,717,143,7.632268905639648
619,717,146,5.656954288482666
620,717,150,5.656954288482666
621,717,159,5.656954288482666
622,720,160,9.192488670349121
623,722,164,5.656954288482666
624,722,173,5.656954288482666
625,722,177,5.656954288482666
626,726,191,5.656954288482666
627,726,200,5.656954288482666
628,726,204,5.656954288482666
629,728,213,7.632268905639648
630,726,222,5.656954288482666
631,728,231,7.632268905639648
632,729,237,8.846003532409668
633,728,249,7.632268905639648
634,731,258,5.656954288482666
635,729,264,8.846003532409668
636,731,274,7.211202621459961
637,731,281,5.656954288482666
638,728,296,9.192488670349121
639,728,308,7.632268905639648
640,728,317,7.632268905639648
641,731,326,5.656954288482666
642,731,339,5.656954288482666
643,728,357,7.632268905639648
644,726,366,5.656954288482666
645,728,380,7.632268905639648
646,726,398,5.656954288482666
647,728,402,7.632268905639648
648,731,420,5.656954288482666
649,728,429,7.632268905639648
650,728,438,7.632268905639648
651,733,456,7.211202621459961
652,728,463,8.846003532409668
653,728,474,7.632268905639648
654,729,484,9.192488670349121
655,731,492,5.656954288482666
656,726,510,5.656954288482666
657,731,519,5.656954288482666
658,731,528,5.656954288482666
659,731,537,5.656954288482666
660,731,551,5.656954288482666
661,731,560,5.656954288482666
662,731,573,5.656954288482666
663,731,584,7.632268905639648
664,731,593,7.632268905639648
665,733,600,7.211202621459961
666,733,609,7.211202621459961
667,731,618,5.656954288482666
668,731,632,5.656954288482666
669,732,643,8.485381126403809
670,733,650,7.211202621459961
671,735,656,7.632268905639648
672,733,663,7.211202621459961
673,733,672,7.211202621459961
674,736,683,10.700567245483398
675,735,690,5.656954288482666
676,737,699,7.632268905639648
677,735,704,9.394247055053711
678,737,715,8.846003532409668
679,738,720,9.192488670349121
680,737,731,7.632268905639648
681,738,741,8.846003532409668
682,737,751,8.846003532409668
683,737,762,7.632268905639648
684,737,771,7.632268905639648
685,736,777,10.404426574707031
686,737,794,7.632268905639648
687,737,803,7.632268905639648
688,735,812,9.394247055053711
689,735,823,10.404426574707031
690,733,834,7.211202621459961
691,735,850,10.404426574707031
692,735,861,9.394247055053711
693,733,870,7.211202621459961
694,733,881,8.846003532409668
695,733,893,7.211202621459961
696,733,909,8.846003532409668
697,733,915,7.211202621459961
698,731,929,5.656954288482666
699,733,933,7.211202621459961
700,733,952,8.846003532409668
701,733,962,8.846003532409668
702,733,967,8.485381126403809
703,733,983,7.211202621459961
704,733,997,8.846003532409668
705,733,1005,7.211202621459961
706,733,1012,8.485381126403809
707,733,1028,7.211202621459961
708,731,1037,5.656954288482666
709,733,1046,7.211202621459961
710,732,1057,8.485381126403809
711,733,1070,8.846003532409668
712,733,1079,8.846003532409668
713,733,1091,7.211202621459961
714,733,1102,8.485381126403809
715,732,1113,9.394247055053711
716,731,1128,10.404426574707031
717,730,1138,10.404426574707031
718,730,1147,9.394247055053711
719,730,1160,10.700567245483398
720,728,1167,7.632268905639648
721,730,1182,9.394247055053711
722,728,1196,9.192488670349121
723,726,1206,9.617792129516602
724,726,1214,7.632268905639648
725,722,1227,10.404426574707031
726,726,1235,5.656954288482666
727,724,1248,7.211202621459961
728,726,1255,10.404426574707031
729,722,1273,7.211202621459961
730,719,1286,9.192488670349121
731,719,1293,7.632268905639648
732,717,1307,5.656954288482666
733,719,1316,7.632268905639648
734,719,1331,9.192488670349121
735,719,1338,7.632268905639648
736,717,1352,5.656954288482666
737,717,1370,5.656954288482666
738,718,1376,10.700567245483398
739,717,1390,9.394247055053711
740,715,1412,8.846003532409668
741,715,1426,8.485381126403809
742,715,1444,8.485381126403809
743,717,1455,5.656954288482666
744,710,1469,11.236202239990234
745,708,1488,10.404426574707031
746,706,1502,8.846003532409668
747,708,1514,5.656954288482666
748,706,1525,8.485381126403809
749,706,1538,8.846003532409668
750,706,1556,8.846003532409668
751,703,1570,10.404426574707031
752,703,1578,9.394247055053711
753,704,1593,10.700567245483398
754,701,1606,8.846003532409668
755,704,1615,10.404426574707031
756,704,1631,5.656954288482666
757,701,1645,10.700567245483398
758,701,1653,7.632268905639648
759,704,1662,5.656954288482666
760,701,1682,9.192488670349121
761,701,1691,9.192488670349121
762,701,1705,8.846003532409668
763,701,1714,8.846003532409668
764,700,1726,9.192488670349121
765,701,1736,9.192488670349121
766,700,1750,8.846003532409668
767,697,1766,7.211202621459961
768,696,1780,8.846003532409668
769,693,1794,8.846003532409668
770,693,1809,8.853063583374023
771,694,1828,5.656954288482666
772,693,1843,8.853063583374023
773,688,1858,8.485381126403809
774,690,1874,5.656954288482666
775,688,1892,7.211202621459961
776,683,1914,7.632268905639648
777,678,1928,7.404325008392334
778,681,1941,5.656954288482666
779,678,1957,8.539934158325195
780,681,1968,5.656954288482666
781,679,1980,8.872129440307617
782,681,1991,5.656954288482666
783,681,2004,5.656954288482666
784,687,2010,8.485381126403809
785,690,2018,5.656954288482666
786,694,2022,5.656954288482666
787,699,2029,7.211202621459961
788,708,2031,5.656954288482666
789,715,2031,7.211202621459961
790,726,2036,5.656954288482666
791,735,2036,5.656954288482666
792,749,2036,5.656954288482666
793,758,2036,5.656954288482666
794,769,2038,8.846003532409668
795,782,2037,8.485381126403809
796,796,2036,7.632268905639648
797,808,2036,5.656954288482666
798,821,2038,7.211202621459961
799,839,2035,5.369143962860107
800,846,2035,7.632268905639648
801,860,2034,8.846003532409668
802,867,2031,5.656954288482666
803,874,2029,8.846003532409668
804,885,2022,5.656954288482666
805,889,2015,7.632268905639648
806,891,2009,7.632268905639648
807,896,2000,7.211202621459961
808,898,1995,5.656954288482666
809,904,1984,8.485381126403809
810,905,1975,8.485381126403809
811,907,1968,5.656954288482666
812,907,1961,7.382511615753174
813,910,1948,8.846003532409668
814,914,1941,7.211202621459961
815,916,1925,7.382511615753174
816,918,1919,7.404325008392334
817,919,1902,8.539934158325195
818,919,1890,8.872129440307617
819,918,1876,8.539934158325195
820,919,1863,8.872129440307617
821,918,1849,8.539934158325195
822,921,1838,5.656954288482666
823,921,1826,7.632268905639648
824,918,1817,8.872129440307617
825,919,1804,8.539934158325195
826,918,1786,8.539934158325195
827,918,1775,7.404325008392334
828,918,1763,8.872129440307617
829,919,1750,8.539934158325195
830,918,1741,8.539934158325195
831,917,1723,8.514793395996094
832,918,1712,7.404325008392334
833,916,1700,7.382511615753174
834,916,1691,7.382511615753174
835,914,1686,8.485381126403809
836,912,1669,10.404426574707031
837,912,1660,10.404426574707031
838,910,1654,8.872129440307617
839,909,1646,8.872129440307617
840,909,1637,8.872129440307617
841,909,1627,10.404426574707031
842,909,1615,8.846003532409668
843,909,1606,8.846003532409668
844,909,1599,7.632268905639648
845,907,1590,5.656954288482666
846,905,1582,10.404426574707031
847,907,1567,5.656954288482666
848,903,1552,10.404426574707031
849,902,1541,9.394247055053711
850,902,1529,10.700567245483398
851,902,1520,10.700567245483398
852,902,1507,10.404426574707031
853,905,1489,8.485381126403809
854,902,1475,10.700567245483398
855,901,1466,10.700567245483398
856,903,1452,10.404426574707031
857,900,1439,12.349188804626465
858,902,1428,9.394247055053711
859,900,1415,7.632268905639648
860,902,1399,10.404426574707031
861,902,1390,10.404426574707031
862,901,1380,10.404426574707031
863,902,1367,10.700567245483398
864,900,1357,11.236202239990234
865,900,1347,11.236202239990234
866,900,1336,12.093486785888672
867,900,1322,12.349188804626465
868,901,1313,12.349188804626465
869,900,1304,12.349188804626465
870,900,1298,11.236202239990234
871,900,1291,12.093486785888672
872,903,1278,10.700567245483398
873,904,1260,8.846003532409668
874,905,1250,8.846003532409668
875,901,1246,12.093486785888672
876,903,1230,10.992779731750488
877,902,1217,13.509356498718262
878,903,1206,10.700567245483398
879,902,1199,9.394247055053711
880,902,1184,10.992779731750488
881,901,1172,12.111812591552734
882,900,1160,12.349188804626465
883,899,1147,10.404426574707031
884,900,1138,8.846003532409668
885,899,1124,10.700567245483398
886,899,1111,12.777032852172852
887,899,1097,10.700567245483398
888,899,1084,10.404426574707031
889,899,1070,10.700567245483398
890,899,1052,10.700567245483398
891,898,1039,10.404426574707031
892,898,1025,10.700567245483398
893,898,1010,9.394247055053711
894,898,994,10.404426574707031
895,898,980,10.700567245483398
896,898,958,10.404426574707031
897,898,942,9.394247055053711
898,896,926,12.777032852172852
899,896,913,12.530064582824707
900,896,897,11.70479965209961
901,896,881,12.777032852172852
902,896,868,12.530064582824707
903,896,845,12.777032852172852
904,896,832,12.530064582824707
905,900,817,12.349188804626465
906,900,807,7.632268905639648
907,900,791,9.192488670349121
908,899,776,10.700567245483398
909,900,764,9.192488670349121
910,900,749,7.632268905639648
911,901,746,10.700567245483398
912,900,730,10.700567245483398
913,901,719,10.700567245483398
914,898,704,5.656954288482666
915,898,688,7.211202621459961
916,896,682,8.846003532409668
917,900,674,12.349188804626465
918,899,661,12.093486785888672
919,898,652,10.404426574707031
920,903,642,10.404426574707031
921,897,630,10.700567245483398
922,902,623,9.394247055053711
923,903,616,7.211202621459961
924,903,596,5.656954288482666
925,905,591,7.211202621459961
926,902,574,9.617792129516602
927,905,564,7.211202621459961
928,900,551,7.632268905639648
929,905,542,7.211202621459961
930,902,531,10.700567245483398
931,903,515,5.656954288482666
932,903,506,5.656954288482666
933,903,490,7.211202621459961
934,903,483,5.656954288482666
935,903,463,7.211202621459961
936,903,449,7.632268905639648
937,903,443,5.656954288482666
938,903,425,5.656954288482666
939,903,411,5.656954288482666
940,898,395,7.632268905639648
941,900,384,7.632268905639648
942,901,373,8.846003532409668
943,903,362,5.656954288482666
944,905,353,7.211202621459961
945,902,335,9.394247055053711
946,908,324,8.853090286254883
947,907,312,5.656954288482666
948,909,298,7.632268905639648
949,909,289,7.632268905639648
950,910,277,8.872129440307617
951,912,267,5.656954288482666
952,914,254,7.211202621459961
953,914,245,7.211202621459961
954,914,236,7.211202621459961
955,918,231,7.404325008392334
956,918,220,8.514793395996094
957,926,211,7.211202621459961
958,923,206,8.872143745422363
