,x,y,radius
0,119,2053,5.369077682495117
1,119,2053,5.369077682495117
2,117,2049,7.404323577880859
3,117,2049,7.404323577880859
4,119,2044,5.369143962860107
5,117,2044,7.404323577880859
6,117,2044,7.404323577880859
7,119,2040,5.369143962860107
8,119,2040,5.369143962860107
9,119,2040,5.369143962860107
10,119,2035,5.369143962860107
11,119,2035,5.369143962860107
12,119,2031,5.369143962860107
13,119,2031,5.369143962860107
14,119,2031,5.369143962860107
15,119,2031,5.369143962860107
16,119,2026,5.369143962860107
17,119,2026,5.369143962860107
18,119,2022,5.369143962860107
19,119,2022,5.369143962860107
20,117,2020,8.514793395996094
21,119,2017,5.369143962860107
22,119,2017,5.369143962860107
23,119,2017,5.369143962860107
24,119,2013,5.369143962860107
25,115,2009,5.656954288482666
26,115,2009,5.656954288482666
27,119,2004,5.369143962860107
28,119,2004,5.369143962860107
29,121,2004,7.404318332672119
30,119,2004,5.369143962860107
31,119,1999,5.369143962860107
32,119,1999,5.369143962860107
33,117,1995,7.404323577880859
34,115,1995,5.656954288482666
35,115,1995,5.656954288482666
36,115,1995,5.656954288482666
37,119,1990,5.369143962860107
38,119,1990,5.369143962860107
39,119,1986,5.369143962860107
40,119,1986,5.369143962860107
41,119,1981,5.369143962860107
42,119,1981,5.369143962860107
43,117,1981,7.404323577880859
44,115,1982,5.656954288482666
45,119,1977,5.369143962860107
46,119,1977,5.369143962860107
47,119,1977,5.369143962860107
48,119,1972,5.369143962860107
49,119,1968,5.369143962860107
50,119,1968,5.369143962860107
51,119,1968,5.369143962860107
52,119,1963,5.369143962860107
53,119,1959,5.369143962860107
54,115,1959,5.656954288482666
55,119,1954,5.369143962860107
56,119,1954,5.369143962860107
57,119,1954,5.369143962860107
58,119,1950,5.369143962860107
59,117,1945,7.404323577880859
60,119,1941,5.369143962860107
61,119,1941,5.369143962860107
62,119,1936,5.369143962860107
63,119,1932,5.369143962860107
64,119,1932,5.369143962860107
65,119,1927,5.369143962860107
66,119,1923,5.369143962860107
67,119,1923,5.369143962860107
68,119,1918,5.369143962860107
69,119,1918,5.369143962860107
70,119,1914,5.369143962860107
71,119,1914,5.369143962860107
72,119,1909,5.369143962860107
73,115,1910,5.656954288482666
74,119,1905,5.369143962860107
75,119,1900,5.369143962860107
76,119,1896,5.369143962860107
77,117,1896,7.404323577880859
78,119,1891,5.369143962860107
79,119,1891,5.369143962860107
80,119,1891,5.369143962860107
81,119,1887,5.369143962860107
82,119,1882,5.369143962860107
83,119,1882,5.369143962860107
84,119,1878,5.369143962860107
85,119,1878,5.369143962860107
86,119,1873,5.369143962860107
87,115,1874,5.656954288482666
88,119,1869,5.369143962860107
89,119,1869,5.369143962860107
90,119,1864,5.369143962860107
91,117,1860,7.404323577880859
92,115,1860,5.656954288482666
93,119,1855,5.369143962860107
94,119,1855,5.369143962860107
95,119,1855,5.369143962860107
96,117,1851,7.404323577880859
97,115,1847,5.656954288482666
98,115,1847,5.656954288482666
99,115,1842,5.656954288482666
100,115,1842,5.656954288482666
101,115,1838,5.656954288482666
102,115,1838,5.656954288482666
103,115,1833,5.656954288482666
104,115,1833,5.656954288482666
105,115,1833,5.656954288482666
106,115,1829,5.656954288482666
107,110,1824,5.656954288482666
108,110,1824,5.656954288482666
109,115,1820,5.656954288482666
110,115,1820,5.656954288482666
111,110,1815,5.656954288482666
112,110,1815,5.656954288482666
113,110,1810,5.656954288482666
114,110,1810,5.656954288482666
